stock_code,company_name,corp_code,total_score,profitability_score,stability_score,efficiency_score,growth_score,valuation_score,financial_records,latest_year,analysis_date,매출액_amount,영업이익_amount,당기순이익_amount,총자산_amount,자기자본_amount,부채총계_amount,유동자산_amount,ROE,영업이익률,순이익률,부채비율,총자산회전율,성장성,가치평가,유동부채_amount,유동비율
067290,JW신약,00110431,63,22,4,10,15,12,152,2023,2025-07-19 17:22:27,104234950412.0,5627697721.0,37402206978.0,65618557729.0,35000000000.0,49174210385.0,821766892.0,106.9%,5.4%,35.9%,140.5%,1.59회,추정값,추정값,2486045196.0,33.1%
058970,엠로,00396925,63,22,10,4,15,12,164,2023,2025-07-19 17:22:25,63173674058.0,4662825133.0,26735918892.0,91604581424.0,5606060000.0,62748412113.0,64132785539.0,476.9%,7.4%,42.3%,1119.3%,0.69회,추정값,추정값,3205865210.0,2000.5%
044960,이글벳,00145473,63,28,8,0,15,12,292,2023,2025-07-19 17:22:10,15393982140.0,3325250849.0,3519505114.0,58479338863.0,19072672960.0,13136322515.0,276228000.0,18.5%,21.6%,22.9%,68.9%,0.26회,추정값,추정값,3291350245.0,8.4%
008500,일정실업,00146542,62,15,10,10,15,12,146,2023,2025-07-19 17:22:29,32579518556.0,1492869358.0,2255979770.0,31049304763.0,2849847585.0,28010993903.0,18900266039.0,79.2%,4.6%,6.9%,982.9%,1.05회,추정값,추정값,5698993400.0,331.6%
019180,티에이치엔,00118965,62,15,10,10,15,12,163,2023,2025-07-19 17:22:25,586298306002.0,43062857026.0,28423484648.0,402977300428.0,45343990966.0,284771236078.0,200671277180.0,62.7%,7.3%,4.8%,628.0%,1.45회,추정값,추정값,2311333772.0,8682.1%
032960,동일기연,00199076,62,15,18,2,15,12,313,2023,2025-07-19 17:22:10,24408453457.0,422580762.0,2259375000.0,67979697406.0,5153244500.0,3778647167.0,11924443182.0,43.8%,1.7%,9.3%,73.3%,0.36회,추정값,추정값,1274594123.0,935.5%
047040,대우건설,00124540,62,17,8,10,15,12,229,2023,2025-07-19 17:22:15,11647800864690.0,662517552616.0,744966624880.0,11243136483407.0,445605639082.0,7181221069270.0,3222063069157.0,167.2%,5.7%,6.4%,1611.6%,1.04회,추정값,추정값,2147754841556.0,150.0%
012340,뉴인텍,00105040,62,15,10,10,15,12,133,2023,2025-07-19 17:22:30,79095170753.0,,7563700964.0,76180706291.0,34024130.0,44388463195.0,1124112697.0,22230.4%,,9.6%,130461.7%,1.04회,추정값,추정값,495635626.0,226.8%
006090,사조오양,00141875,62,15,10,10,15,12,166,2023,2025-07-19 17:22:25,391537751320.0,16282340446.0,23923366197.0,346240176563.0,60664043111.0,125447760254.0,2688780847.0,39.4%,4.2%,6.1%,206.8%,1.13회,추정값,추정값,333046668.0,807.3%
003120,일성아이에스,00146214,62,25,10,0,15,12,128,2023,2025-07-19 17:22:31,78053232127.0,7992642135.0,20940893247.0,419189929496.0,16039056667.0,36436249470.0,125246812745.0,130.6%,10.2%,26.8%,227.2%,0.19회,추정값,추정값,1544137806.0,8111.1%
054780,키이스트,00353762,62,9,22,4,15,12,128,2023,2025-07-19 17:22:31,52023895531.0,1475031245.0,5389544597.0,83152932599.0,58600776236.0,24552156363.0,308401474.0,9.2%,2.8%,10.4%,41.9%,0.63회,추정값,추정값,44260577.0,696.8%
058430,포스코스틸리온,00155258,62,7,18,10,15,12,203,2023,2025-07-19 17:22:18,1158539579689.0,30632298770.0,33208970272.0,552186389117.0,274615127582.0,192037001542.0,164248078379.0,12.1%,2.6%,2.9%,69.9%,2.10회,추정값,추정값,3417626991.0,4805.9%
018670,SK가스,00144164,62,15,10,10,15,12,263,2023,2025-07-19 17:22:12,6992257390856.0,303595468730.0,437971793163.0,6081811411173.0,195492192871.0,3493505643672.0,42027135836.0,224.0%,4.3%,6.3%,1787.0%,1.15회,추정값,추정값,5736483324.0,732.6%
035610,솔본,00249982,62,18,15,2,15,12,155,2023,2025-07-19 17:22:27,123382776486.0,11857.0,38249378713.0,275835991994.0,230981098312.0,44854893682.0,201083599.0,16.6%,0.0%,31.0%,19.4%,0.45회,추정값,추정값,10789429618.0,1.9%
016710,대성홀딩스,00108940,62,18,10,7,15,12,238,2023,2025-07-19 17:22:14,1216816669863.0,9963570964.0,159418653042.0,1245982849279.0,66494010217.0,686948614403.0,729728644778.0,239.7%,0.8%,13.1%,1033.1%,0.98회,추정값,추정값,159135820947.0,458.6%
066430,아이로보틱스,00370200,62,13,18,4,15,12,139,2023,2025-07-19 17:22:30,35778569046.0,125627765.0,2799870914.0,55520194353.0,18205183000.0,12543916887.0,26261060205.0,15.4%,0.4%,7.8%,68.9%,0.64회,추정값,추정값,2355595776.0,1114.8%
051310,플랜텍,00181934,62,15,10,10,15,12,195,2023,2025-07-19 17:22:20,679306254309.0,31612543299.0,38847780321.0,292879236503.0,126360926278.0,76879436284.0,5099099204.0,30.7%,4.7%,5.7%,60.8%,2.32회,추정값,추정값,5363674324.0,95.1%
002680,한탑,00140566,62,17,14,4,15,12,183,2023,2025-07-19 17:22:22,94845849580.0,10307836452.0,10240298681.0,141536913784.0,82923562151.0,93537948671.0,101504742897.0,12.3%,10.9%,10.8%,112.8%,0.67회,추정값,추정값,17055447189.0,595.1%
034230,파라다이스,00171265,62,30,5,0,15,12,187,2023,2025-07-19 17:22:21,16120475913.0,145770072264.0,62558499765.0,3618279367040.0,310416365461.0,1832814279870.0,32458298916.0,20.2%,904.3%,388.1%,590.4%,0.00회,추정값,추정값,31574305503.0,102.8%
048260,오스템임플란트,00341916,62,28,0,7,15,12,196,2023,2025-07-19 17:22:20,1208284611653.0,242831271092.0,145012633306.0,1687456625552.0,34612302356.0,1145450111697.0,,419.0%,20.1%,12.0%,3309.4%,0.72회,추정값,추정값,172404976167.0,
005820,원림,00143794,62,8,25,2,15,12,210,2023,2025-07-19 17:22:17,84421858608.0,5066403417.0,7357156549.0,174969478824.0,96212425342.0,23052297051.0,75583983471.0,7.6%,6.0%,8.7%,24.0%,0.48회,추정값,추정값,7238282485.0,1044.2%
025560,미래산업,00197759,62,25,10,0,15,12,249,2023,2025-07-19 17:22:13,21739463482.0,2538929685.0,31501730280.0,103781272550.0,4114975373.0,27339221298.0,54441750054.0,765.5%,11.7%,144.9%,664.4%,0.21회,추정값,추정값,5182980453.0,1050.4%
017680,데코앤에프,00112819,62,11,14,10,15,12,117,2023,2025-07-19 17:22:32,28144145728.0,971560175.0,1086828801.0,26087793252.0,5964560500.0,7799063931.0,2874464601.0,18.2%,3.5%,3.9%,130.8%,1.08회,추정값,추정값,900399120.0,319.2%
011090,에넥스,00139764,62,15,10,10,15,12,151,2023,2025-07-19 17:22:27,230617475526.0,6993449763.0,19670648301.0,144034594170.0,30627080565.0,105063306084.0,205310250.0,64.2%,3.0%,8.5%,343.0%,1.60회,추정값,추정값,43453088.0,472.5%
014100,메디앙스,00267854,62,9,22,4,15,12,176,2023,2025-07-19 17:22:23,66023045995.0,1292819708.0,6992476041.0,121662821241.0,81975619589.0,34645716928.0,94575110148.0,8.5%,2.0%,10.6%,42.3%,0.54회,추정값,추정값,12375913113.0,764.2%
053060,세동,00133663,62,15,10,10,15,12,189,2023,2025-07-19 17:22:21,169895212565.0,,9802166185.0,117868912085.0,356294738.0,80445018581.0,632062902.0,2751.1%,,5.8%,22578.2%,1.44회,추정값,추정값,79281995.0,797.2%
036710,심텍홀딩스,00152127,62,28,0,7,15,12,251,2023,2025-07-19 17:22:13,1092958281242.0,206310593777.0,196307441993.0,1310605718748.0,25742236500.0,891702876069.0,455229836.0,762.6%,18.9%,18.0%,3464.0%,0.83회,추정값,추정값,252437586916.0,0.2%
019550,SBI인베스트먼트,00156910,62,10,25,0,15,12,139,2023,2025-07-19 17:22:30,7665696131.0,8539182950.0,,132480435540.0,81712752714.0,6353032390.0,91620924444.0,,111.4%,,7.8%,0.06회,추정값,추정값,795237541.0,11521.2%
050320,에스에이치엔엘,00245898,62,20,15,0,15,12,124,2023,2025-07-19 17:22:31,249517568.0,,6674763323.0,2167780425.0,31522427086.0,43582750.0,2096871192.0,21.2%,,2675.1%,0.1%,0.12회,추정값,추정값,,
017860,DS단석,00108612,62,15,10,10,15,12,172,2023,2025-07-19 17:22:24,1070440042557.0,76240446307.0,40023020561.0,718904136635.0,86733679785.0,437728925747.0,2319147969.0,46.1%,7.1%,3.7%,504.7%,1.49회,추정값,추정값,31987834.0,7250.1%
035200,프럼파스트,00356389,62,3,25,7,15,12,299,2023,2025-07-19 17:22:10,29361577477.0,1442763516.0,1717494744.0,41162773066.0,37741699765.0,3421073301.0,3256437293.0,4.6%,4.9%,5.8%,9.1%,0.71회,추정값,추정값,706411414.0,461.0%
020710,시공테크,00170026,62,30,5,0,15,12,172,2023,2025-07-19 17:22:24,2023818187.0,5608277410.0,8314649221.0,176426125154.0,10023985000.0,44405673610.0,295452737.0,82.9%,277.1%,410.8%,443.0%,0.01회,추정값,추정값,228963330.0,129.0%
015020,이스타코,00134565,62,25,10,0,15,12,84,2023,2025-07-19 17:22:33,13270580140.0,1661140792.0,2921578783.0,79504419607.0,877119152.0,37121852831.0,60628850074.0,333.1%,12.5%,22.0%,4232.2%,0.17회,추정값,추정값,3505737909.0,1729.4%
001890,에이치디씨영창,00141282,62,25,0,10,15,12,144,2023,2025-07-19 17:22:29,64183633812.0,9368970850.0,9668100680.0,31721800561.0,1209138508.0,42335302948.0,,799.6%,14.6%,15.1%,3501.3%,2.02회,추정값,추정값,3264556822.0,
053300,한국정보인증,00306454,61,20,14,0,15,12,207,2023,2025-07-19 17:22:18,92218769214.0,13967404091.0,9268333016.0,326818623014.0,69221720217.0,105017376033.0,171936440573.0,13.4%,15.1%,10.1%,151.7%,0.28회,추정값,추정값,10274814778.0,1673.4%
046110,한일네트웍스,00277736,61,17,10,7,15,12,145,2023,2025-07-19 17:22:29,122602947343.0,10781386703.0,7532014334.0,143556631730.0,22813395068.0,55041078343.0,1444820484.0,33.0%,8.8%,6.1%,241.3%,0.85회,추정값,추정값,160908584.0,897.9%
018260,삼성에스디에스,00126186,61,2,22,10,15,12,213,2023,2025-07-19 17:22:17,13276844204872.0,808230946594.0,,12321024561023.0,7446854656437.0,3345453419084.0,73558006923.0,,6.1%,,44.9%,1.08회,추정값,추정값,1125603688.0,6535.0%
023160,태광,00153375,61,28,4,2,15,12,156,2023,2025-07-19 17:22:27,312067468098.0,57724095747.0,55076020349.0,626295245484.0,44277123222.0,50903812971.0,2721277306.0,124.4%,18.5%,17.6%,115.0%,0.50회,추정값,추정값,16885988602.0,16.1%
007590,동방아그로,00115384,61,17,10,7,15,12,148,2023,2025-07-19 17:22:28,164275326108.0,13588672363.0,12133747737.0,224384203562.0,2766678982.0,64434056198.0,55392106088.0,438.6%,8.3%,7.4%,2328.9%,0.73회,추정값,추정값,11653508415.0,475.3%
052790,액토즈소프트,00348034,61,30,4,0,15,12,141,2023,2025-07-19 17:22:29,89363311393.0,42439379218.0,34035088213.0,358237634999.0,94856500709.0,109500266294.0,1355871029.0,35.9%,47.5%,38.1%,115.4%,0.25회,추정값,추정값,5316926663.0,25.5%
002720,국제약품,00104722,61,13,14,7,15,12,140,2023,2025-07-19 17:22:29,135372690530.0,1989142940.0,8415187456.0,163259483207.0,50387669798.0,78309909600.0,108140282905.0,16.7%,1.5%,6.2%,155.4%,0.83회,추정값,추정값,18622450959.0,580.7%
012170,아센디오,00145437,61,22,12,0,15,12,287,2023,2025-07-19 17:22:11,6883461279.0,541222719.0,25379864313.0,48534629654.0,46105292851.0,22163675992.0,,55.0%,7.9%,368.7%,48.1%,0.14회,추정값,추정값,,
040910,아이씨디,00298377,61,30,4,0,15,12,212,2023,2025-07-19 17:22:17,62273750997.0,37213580426.0,37407373008.0,209531475481.0,75950571980.0,78885098376.0,956819347.0,49.3%,59.8%,60.1%,103.9%,0.30회,추정값,추정값,7461561875.0,12.8%
060720,KH바텍,00378628,61,30,4,0,15,12,224,2023,2025-07-19 17:22:16,46763270.0,5018508990.0,44336778859.0,342517480233.0,63377103916.0,95475808630.0,480387637.0,70.0%,10731.7%,94811.1%,150.6%,0.00회,추정값,추정값,1569213596.0,30.6%
000020,동화약품,00119195,61,20,10,4,15,12,288,2023,2025-07-19 17:22:11,361108562008.0,18775880121.0,36955579790.0,564972408621.0,17756625267.0,157916042874.0,646310617.0,208.1%,5.2%,10.2%,889.3%,0.64회,추정값,추정값,7028414.0,9195.7%
017250,인터엠,00145914,61,30,0,4,15,12,129,2023,2025-07-19 17:22:31,50963849828.0,10773303544.0,8227279919.0,84584709948.0,3741453617.0,45698097824.0,,219.9%,21.1%,16.1%,1221.4%,0.60회,추정값,추정값,6942006793.0,
032680,소프트센,00204226,61,20,10,4,15,12,177,2023,2025-07-19 17:22:23,61085045079.0,1418785527.0,11458084772.0,102567983755.0,12131283356.0,37171565448.0,176432743.0,94.5%,2.3%,18.8%,306.4%,0.60회,추정값,추정값,60735396.0,290.5%
053290,NE능률,00363927,61,24,10,0,15,12,122,2023,2025-07-19 17:22:31,4954731424.0,1113115849.0,1067106324.0,104998332874.0,8263153500.0,19535784284.0,28750259519.0,12.9%,22.5%,21.5%,236.4%,0.05회,추정값,추정값,2166147263.0,1327.3%
041920,메디아나,00273439,61,23,4,7,15,12,174,2023,2025-07-19 17:22:24,78421203014.0,9402286818.0,11091002870.0,111922367875.0,6740140879.0,11284088983.0,17825804.0,164.6%,12.0%,14.1%,167.4%,0.70회,추정값,추정값,2228294217.0,0.8%
018680,서울제약,00131018,61,9,18,7,15,12,122,2023,2025-07-19 17:22:31,52458517117.0,1212776458.0,4043718215.0,63305406807.0,29592019248.0,24741265839.0,37696455854.0,13.7%,2.3%,7.7%,83.6%,0.83회,추정값,추정값,4209361078.0,895.5%
057030,YBM넷,00307222,61,17,10,7,15,12,124,2023,2025-07-19 17:22:31,60480863497.0,5121862757.0,5066827290.0,81958709301.0,14610766551.0,30226244610.0,41953330449.0,34.7%,8.5%,8.4%,206.9%,0.74회,추정값,추정값,7887986273.0,531.9%
034950,한국기업평가,00156956,61,30,0,4,15,12,109,2023,2025-07-19 17:22:32,95594059688.0,25839533932.0,20384859890.0,155098836128.0,14522431102.0,34096377339.0,13315750.0,140.4%,27.0%,21.3%,234.8%,0.62회,추정값,추정값,8520052189.0,0.2%
000040,KR모터스,00112378,61,30,0,4,15,12,235,2023,2025-07-19 17:22:14,78406266627.0,17856852211.0,18104614579.0,138570416599.0,7864305935.0,116165786012.0,94073000.0,230.2%,22.8%,23.1%,1477.1%,0.57회,추정값,추정값,15880028309.0,0.6%
001820,삼화콘덴서,00129350,61,17,10,7,15,12,162,2023,2025-07-19 17:22:26,280768545013.0,23693227777.0,25879753368.0,308031065017.0,4514451812.0,62806572612.0,131054269200.0,573.3%,8.4%,9.2%,1391.2%,0.91회,추정값,추정값,8127312898.0,1612.5%
018310,삼목에스폼,00125646,61,30,0,4,15,12,124,2023,2025-07-19 17:22:31,439386985136.0,124131729083.0,119380219211.0,740156523219.0,7350000000.0,165168410431.0,,1624.2%,28.3%,27.2%,2247.2%,0.59회,추정값,추정값,,
032790,엠젠솔루션,00110884,61,20,4,10,15,12,171,2023,2025-07-19 17:22:24,90534369618.0,,21258730102.0,67289023061.0,20878281500.0,30301695050.0,2954959.0,101.8%,,23.5%,145.1%,1.35회,추정값,추정값,3583235308.0,0.1%
039290,인포뱅크,00243757,61,7,17,10,15,12,184,2023,2025-07-19 17:22:22,136861270491.0,2199591258.0,6187263753.0,100772839674.0,50498703415.0,22905482654.0,2843100000.0,12.3%,1.6%,4.5%,45.4%,1.36회,추정값,추정값,1919810428.0,148.1%
025530,SJM홀딩스,00181943,61,20,10,4,15,12,386,2023,2025-07-19 17:22:09,200401429227.0,14656304596.0,25791846577.0,339809517118.0,23453526477.0,64326932876.0,697006299.0,110.0%,7.3%,12.9%,274.3%,0.59회,추정값,추정값,249092075.0,279.8%
014940,오리엔탈정공,00141608,61,17,10,7,15,12,176,2023,2025-07-19 17:22:23,157532717479.0,8908859193.0,9017346219.0,197804461941.0,27327887805.0,110922418214.0,142373975239.0,33.0%,5.7%,5.7%,405.9%,0.80회,추정값,추정값,58632296603.0,242.8%
052690,한전기술,00159209,61,20,10,4,15,12,188,2023,2025-07-19 17:22:21,432145530440.0,28562398334.0,44073117563.0,855008772803.0,7644000000.0,307700361065.0,3383511681.0,576.6%,6.6%,10.2%,4025.4%,0.51회,추정값,추정값,11771431.0,28743.4%
000990,DB하이텍,00160843,61,30,0,4,15,12,202,2023,2025-07-19 17:22:19,1154223638940.0,265437456373.0,305900259376.0,2043378694132.0,127328276294.0,303296256385.0,1341298257.0,240.2%,23.0%,26.5%,238.2%,0.56회,추정값,추정값,83145844152.0,1.6%
002200,한국수출포장,00158112,61,17,10,7,15,12,114,2023,2025-07-19 17:22:32,312304377084.0,22880520713.0,19041696095.0,357003990077.0,18201025941.0,61282437741.0,201435072830.0,104.6%,7.3%,6.1%,336.7%,0.87회,추정값,추정값,18592231503.0,1083.4%
033160,엠케이전자,00121686,61,24,10,0,15,12,312,2023,2025-07-19 17:22:10,190252702994.0,39131370471.0,35235257657.0,2307897334488.0,299521170907.0,1330782091949.0,143841304.0,11.8%,20.6%,18.5%,444.3%,0.08회,추정값,추정값,63424843.0,226.8%
038880,아이에이,00252269,61,28,4,2,15,12,191,2023,2025-07-19 17:22:20,59179508587.0,10219010515.0,18913980182.0,147743930926.0,48465589241.0,57868186344.0,,39.0%,17.3%,32.0%,119.4%,0.40회,추정값,추정값,16832377192.0,
059270,해성에어로보틱스,00453442,61,14,18,2,15,12,122,2023,2025-07-19 17:22:31,13683022145.0,1495253980.0,778286866.0,43653933998.0,5455628500.0,3763698146.0,24128147644.0,14.3%,10.9%,5.7%,69.0%,0.31회,추정값,추정값,1501396234.0,1607.0%
033830,티비씨,00204642,60,16,15,2,15,12,149,2023,2025-07-19 17:22:28,43505868968.0,4137402175.0,7733141300.0,134217378721.0,77322083050.0,7854020250.0,557461064.0,10.0%,9.5%,17.8%,10.2%,0.32회,추정값,추정값,741532141.0,75.2%
036090,위지트,00258360,60,25,8,0,15,12,149,2023,2025-07-19 17:22:28,35232358333.0,3654906386.0,24058585535.0,257234029073.0,117499550644.0,73480064661.0,171188209.0,20.5%,10.4%,68.3%,62.5%,0.14회,추정값,추정값,3198352126.0,5.4%
000500,가온전선,00104768,60,13,10,10,15,12,264,2023,2025-07-19 17:22:12,1498606544413.0,43720038993.0,28393053787.0,801805532215.0,3605839607.0,470794089215.0,256472295356.0,787.4%,2.9%,1.9%,13056.4%,1.87회,추정값,추정값,94035954624.0,272.7%
037230,한국팩키지,00198192,60,13,10,10,15,12,162,2023,2025-07-19 17:22:26,228068585477.0,8550618324.0,4089789989.0,227560778704.0,14900163500.0,119728591521.0,147187931904.0,27.4%,3.7%,1.8%,803.5%,1.00회,추정값,추정값,61798249.0,238174.9%
043370,피에이치에이,00155151,60,15,8,10,15,12,180,2023,2025-07-19 17:22:22,1134618152654.0,48293293917.0,69322941472.0,985337406245.0,34445744315.0,264347345321.0,27969886238.0,201.3%,4.3%,6.1%,767.4%,1.15회,추정값,추정값,18282526491.0,153.0%
005430,한국공항,00156691,60,11,22,0,15,12,179,2023,2025-07-19 17:22:23,10256141111.0,,31422609309.0,476851540431.0,348472901998.0,128378638433.0,270261275966.0,9.0%,,306.4%,36.8%,0.02회,추정값,추정값,55450950013.0,487.4%
021240,코웨이,00170558,60,26,0,7,15,12,148,2023,2025-07-19 17:22:28,3966519721923.0,731255078054.0,471301137426.0,4850965736396.0,97773449148.0,2213210951932.0,8866937270.0,482.0%,18.4%,11.9%,2263.6%,0.82회,추정값,추정값,704196026318.0,1.3%
046440,KG모빌리언스,00405278,60,25,4,4,15,12,148,2023,2025-07-19 17:22:28,279579831420.0,32980603114.0,43624743837.0,529395088830.0,133342887935.0,179670317356.0,60000016.0,32.7%,11.8%,15.6%,134.7%,0.53회,추정값,추정값,7255934530.0,0.8%
008700,아남전자,00138516,60,13,10,10,15,12,147,2023,2025-07-19 17:22:28,255594471.0,7179111.0,5408820.0,164226601.0,1724124.0,81581166.0,47526837.0,313.7%,2.8%,2.1%,4731.7%,1.56회,추정값,추정값,1516253.0,3134.5%
023810,인팩,00180795,60,13,10,10,15,12,189,2023,2025-07-19 17:22:21,542893201476.0,23520579855.0,11119018655.0,482869726172.0,515657333.0,330515819641.0,590468280.0,2156.3%,4.3%,2.0%,64096.0%,1.12회,추정값,추정값,56156306.0,1051.5%
004000,롯데정밀화학,00157681,60,14,15,4,15,12,189,2023,2025-07-19 17:22:21,1768621115725.0,154778355081.0,252768249351.0,2682930419573.0,2383205649083.0,299724770490.0,433712320.0,10.6%,8.8%,14.3%,12.6%,0.66회,추정값,추정값,17678896819.0,2.5%
009900,명신산업,00173078,60,23,0,10,15,12,182,2023,2025-07-19 17:22:22,1738905096629.0,208112383711.0,200372435368.0,1044875997928.0,148409790291.0,509720440831.0,11847079129.0,135.0%,12.0%,11.5%,343.5%,1.66회,추정값,추정값,183028757319.0,6.5%
013870,지엠비코리아,00156354,60,13,10,10,15,12,176,2023,2025-07-19 17:22:23,690905792852.0,20566629966.0,11524732872.0,579056069012.0,9536140000.0,309489580051.0,392284760.0,120.9%,3.0%,1.7%,3245.4%,1.19회,추정값,추정값,31137860.0,1259.8%
015750,성우하이텍,00132992,60,13,10,10,15,12,197,2023,2025-07-19 17:22:19,4321987308635.0,267644236.0,169933804180.0,4035672129355.0,316678999628.0,2390828928961.0,46875494042.0,53.7%,0.0%,3.9%,755.0%,1.07회,추정값,추정값,13164158587.0,356.1%
049770,동원F&B,00340917,60,13,10,10,15,12,198,2023,2025-07-19 17:22:19,4360844416713.0,166714272077.0,108837987880.0,2206146538629.0,19295620000.0,1232947132384.0,2948564575.0,564.1%,3.8%,2.5%,6389.8%,1.98회,추정값,추정값,13209505.0,22321.5%
018290,브이티,00150165,60,23,0,10,15,12,176,2023,2025-07-19 17:22:23,295501383553.0,45546613453.0,27268269866.0,256624726190.0,38229297510.0,109308015301.0,7885884.0,71.3%,15.4%,9.2%,285.9%,1.15회,추정값,추정값,7578978007.0,0.1%
011070,LG이노텍,00105961,60,13,10,10,15,12,151,2023,2025-07-19 17:22:27,20605290000000.0,830824000000.0,565201000000.0,11204306000000.0,49353000000.0,6489731000000.0,5855298000000.0,1145.2%,4.0%,2.7%,13149.6%,1.84회,추정값,추정값,2270586000000.0,257.9%
010960,삼호개발,00128980,60,13,10,10,15,12,173,2023,2025-07-19 17:22:24,361917141434.0,10532376679.0,15111583635.0,328385015731.0,23901843921.0,101025496385.0,7044391878.0,63.2%,2.9%,4.2%,422.7%,1.10회,추정값,추정값,1128921407.0,624.0%
012280,영화금속,00141413,60,13,10,10,15,12,152,2023,2025-07-19 17:22:27,292311699831.0,9395601425.0,7535978187.0,210002658451.0,209653243.0,142474702201.0,307463762.0,3594.5%,3.2%,2.6%,67957.3%,1.39회,추정값,추정값,75751637.0,405.9%
009320,아진전자부품,00111689,60,13,10,10,15,12,152,2023,2025-07-19 17:22:27,113444154855.0,2038286352.0,229716397.0,94593219371.0,209982830.0,66699434604.0,58303497867.0,109.4%,1.8%,0.2%,31764.2%,1.20회,추정값,추정값,13320253284.0,437.7%
011790,SKC,00139889,60,25,8,0,15,12,275,2023,2025-07-19 17:22:11,1570751580937.0,216300854733.0,402027581839.0,7032322131682.0,189341490000.0,4507897882742.0,4951062237944.0,212.3%,13.8%,25.6%,2380.8%,0.22회,추정값,추정값,2662321928790.0,186.0%
031510,오스템,00175173,60,8,18,7,15,12,170,2023,2025-07-19 17:22:24,141975544188.0,9903944411.0,8654634193.0,159401988933.0,100643279344.0,59045844395.0,52348600000.0,8.6%,7.0%,6.1%,58.7%,0.89회,추정값,추정값,5548144251.0,943.5%
066700,테라젠이텍스,00249894,60,18,8,7,15,12,170,2023,2025-07-19 17:22:24,221724623723.0,1562398215.0,26211436294.0,243135218923.0,113719236346.0,90202681263.0,,23.0%,0.7%,11.8%,79.3%,0.91회,추정값,추정값,4482077995.0,
034590,인천도시가스,00145862,60,13,10,10,15,12,153,2023,2025-07-19 17:22:27,781337052475.0,16517707857.0,17521308130.0,443887540909.0,21873770000.0,232331240753.0,203885001515.0,80.1%,2.1%,2.2%,1062.1%,1.76회,추정값,추정값,90820278995.0,224.5%
005860,한일사료,00162911,60,13,10,10,15,12,154,2023,2025-07-19 17:22:27,396938179132.0,1767518597.0,173655872.0,241515900189.0,716094433.0,84736701660.0,72152824575.0,24.3%,0.4%,0.0%,11833.2%,1.64회,추정값,추정값,7933150377.0,909.5%
010420,한솔PNS,00103626,60,13,10,10,15,12,202,2023,2025-07-19 17:22:19,311689112834.0,1816644406.0,6010586316.0,124852549093.0,10708619689.0,78866174848.0,29886476085.0,56.1%,0.6%,1.9%,736.5%,2.50회,추정값,추정값,3673692876.0,813.5%
053450,세코닉스,00351630,60,13,10,10,15,12,164,2023,2025-07-19 17:22:25,502361137353.0,16166026744.0,11380960582.0,285476007712.0,47147016737.0,162210920578.0,140484980723.0,24.1%,3.2%,2.3%,344.1%,1.76회,추정값,추정값,19745652008.0,711.5%
024910,경창산업,00102353,60,13,10,10,15,12,162,2023,2025-07-19 17:22:26,667253963817.0,21036204670.0,9127615476.0,506737389227.0,17909502500.0,356822542403.0,322592684662.0,51.0%,3.2%,1.4%,1992.4%,1.32회,추정값,추정값,113263468375.0,284.8%
065450,빅텍,00385363,60,15,14,4,15,12,147,2023,2025-07-19 17:22:28,54928577801.0,4338006419.0,4184216095.0,96814869914.0,26484777115.0,41229721803.0,59548636517.0,15.8%,7.9%,7.6%,155.7%,0.57회,추정값,추정값,17041525493.0,349.4%
025860,남해화학,00107987,60,13,10,10,15,12,169,2023,2025-07-19 17:22:25,1588078324797.0,11053225204.0,11966247108.0,833548600274.0,1065074413.0,314231857276.0,5936573317.0,1123.5%,0.7%,0.8%,29503.3%,1.91회,추정값,추정값,779392410.0,761.7%
021650,한국큐빅,00160010,60,13,10,10,15,12,126,2023,2025-07-19 17:22:31,252096865048.0,10647846417.0,8263592527.0,173294438614.0,19103755806.0,86798137225.0,9545042394.0,43.3%,4.2%,3.3%,454.4%,1.45회,추정값,추정값,98109808.0,9728.9%
008040,사조동아원,00137252,60,13,10,10,15,12,141,2023,2025-07-19 17:22:29,678497886892.0,,10738977757.0,448802368727.0,35186584555.0,206173173409.0,241409765385.0,30.5%,,1.6%,585.9%,1.51회,추정값,추정값,4604502754.0,5242.9%
008970,동양철관,00117629,60,13,10,10,15,12,136,2023,2025-07-19 17:22:30,278300201937.0,2197941485.0,1409969704.0,208762933559.0,99444659.0,121668094739.0,76255284012.0,1417.8%,0.8%,0.5%,122347.5%,1.33회,추정값,추정값,6932346604.0,1100.0%
000270,기아,00106641,60,23,0,10,15,12,256,2023,2025-07-19 17:22:13,99808420000000.0,11607873000000.0,12677344000000.0,80627826000000.0,1560650000000.0,34069591000000.0,717430000000.0,812.3%,11.6%,12.7%,2183.0%,1.24회,추정값,추정값,8395486000000.0,8.5%
066130,하츠,00221728,60,13,10,10,15,12,114,2023,2025-07-19 17:22:32,154622787162.0,6282289333.0,6004414153.0,144032646589.0,6400000000.0,42267051648.0,63995604187.0,93.8%,4.1%,3.9%,660.4%,1.07회,추정값,추정값,18543639512.0,345.1%
039740,한국정보공학,00261957,60,13,10,10,15,12,138,2023,2025-07-19 17:22:30,115565226996.0,2267419086.0,2267419086.0,75566822274.0,4009198500.0,28140568457.0,36200537050.0,56.6%,2.0%,2.0%,701.9%,1.53회,추정값,추정값,4999204149.0,724.1%
