stock_code,company_name,corp_code,total_score,profitability_score,stability_score,efficiency_score,growth_score,valuation_score,financial_records,latest_year,analysis_date,매출액_amount,영업이익_amount,당기순이익_amount,총자산_amount,자기자본_amount,부채총계_amount,유동자산_amount,ROE,영업이익률,순이익률,부채비율,총자산회전율,성장성,가치평가,유동부채_amount,유동비율
059100,아이컴포넌트,00407285,46,17,0,2,15,12,115,2023,2025-07-19 17:22:32,27349339969.0,2149500566.0,2687949203.0,57952692834.0,1663157122.0,21850664432.0,37530533.0,161.6%,7.9%,9.8%,1313.8%,0.47회,추정값,추정값,57505150.0,65.3%
015760,한국전력,00159193,46,17,0,2,15,12,283,2023,2025-07-19 17:22:11,85940137000000.0,4541648000000.0,4822549000000.0,239714965000000.0,1419707000000.0,202450215000000.0,251842000000.0,339.7%,5.3%,5.6%,14260.0%,0.36회,추정값,추정값,901692000000.0,27.9%
049070,인탑스,00226866,46,15,0,4,15,12,155,2023,2025-07-19 17:22:27,577375550276.0,38396709969.0,27661899057.0,859347521570.0,19531091290.0,110855666028.0,113937204.0,141.6%,6.7%,4.8%,567.6%,0.67회,추정값,추정값,12915439939.0,0.9%
013120,동원개발,00117966,46,15,0,4,15,12,158,2023,2025-07-19 17:22:26,736557428431.0,30000134277.0,59737508269.0,1430301878907.0,7027298857.0,394698273429.0,10014926303.0,850.1%,4.1%,8.1%,5616.6%,0.51회,추정값,추정값,25027636337.0,40.0%
067000,조이시티,00397252,46,15,0,4,15,12,176,2023,2025-07-19 17:22:24,149618519176.0,25330688881.0,2239976234.0,242255212410.0,15135729382.0,134567284519.0,,14.8%,16.9%,1.5%,889.1%,0.62회,추정값,추정값,406760969.0,
041440,현대에버다임,00228536,46,1,8,10,15,12,158,2023,2025-07-19 17:22:26,358052339749.0,11983008868.0,6390961040.0,297537944235.0,135681898811.0,114926762301.0,2817811974.0,4.7%,3.3%,1.8%,84.7%,1.20회,추정값,추정값,19346999880.0,14.6%
061970,LB세미콘,00412348,46,15,0,4,15,12,219,2023,2025-07-19 17:22:16,416870535040.0,12705033605.0,27061047532.0,791197660928.0,57405051138.0,425050149575.0,2407770081.0,47.1%,3.0%,6.5%,740.4%,0.53회,추정값,추정값,156787514094.0,1.5%
015590,DKME,00108746,46,15,0,4,15,12,144,2023,2025-07-19 17:22:29,137250775712.0,,12751211026.0,220114642087.0,7530663343.0,93839584970.0,300000000.0,169.3%,,9.3%,1246.1%,0.62회,추정값,추정값,11319681676.0,2.7%
024840,KBI메탈,00158024,46,1,8,10,15,12,167,2023,2025-07-19 17:22:25,685035268666.0,7819137792.0,603062594.0,234401186980.0,122041087118.0,112360099862.0,7705442.0,0.5%,1.1%,0.1%,92.1%,2.92회,추정값,추정값,13295304453.0,0.1%
006140,피제이전자,00155735,46,4,8,7,15,12,107,2023,2025-07-19 17:22:32,166844087220.0,7413259937.0,6110513294.0,186696829445.0,116143085395.0,61428061419.0,,5.3%,4.4%,3.7%,52.9%,0.89회,추정값,추정값,3134435125.0,
033320,제이씨현시스템,00223513,46,1,8,10,15,12,275,2023,2025-07-19 17:22:11,211562471795.0,,2325011415.0,146470299810.0,58795870149.0,36916659794.0,855924586.0,4.0%,,1.1%,62.8%,1.44회,추정값,추정값,8837647214.0,9.7%
053160,프리엠스,00352064,45,1,15,2,15,12,149,2023,2025-07-19 17:22:28,22943695630.0,12327579.0,733953593.0,64506378089.0,59555853917.0,4950524172.0,3177301.0,1.2%,0.1%,3.2%,8.3%,0.36회,추정값,추정값,2173837675.0,0.1%
010140,삼성중공업,00126478,45,4,10,4,15,12,184,2023,2025-07-19 17:22:22,8009429912108.0,233344768042.0,148272721730.0,15593389152394.0,1969727199227.0,12184181554327.0,6347897409093.0,7.5%,2.9%,1.9%,618.6%,0.51회,추정값,추정값,952264550884.0,666.6%
020150,롯데에너지머티리얼즈,00113997,45,1,15,2,15,12,230,2023,2025-07-19 17:22:15,809006057001.0,11805382266.0,37377988976.0,2392246607934.0,1965832679844.0,426413928090.0,53894001.0,1.9%,1.5%,4.6%,21.7%,0.34회,추정값,추정값,24140926267.0,0.2%
024120,KB오토시스,00157539,45,11,0,7,15,12,152,2023,2025-07-19 17:22:27,203726077936.0,4044593163.0,1190934801.0,224905238746.0,6550554594.0,116128617012.0,1607783263.0,18.2%,2.0%,0.6%,1772.8%,0.91회,추정값,추정값,34998516992.0,4.6%
001790,대한제당,00113234,45,4,4,10,15,12,177,2023,2025-07-19 17:22:23,1332349884000.0,47216910000.0,32573495000.0,1185391612000.0,554344669000.0,630801051000.0,,5.9%,3.5%,2.4%,113.8%,1.12회,추정값,추정값,314816943000.0,
052330,코텍,00305297,45,7,4,7,15,12,228,2023,2025-07-19 17:22:15,327107490760.0,4795531701.0,8176726061.0,462187342494.0,72686024950.0,123560211867.0,322372000.0,11.2%,1.5%,2.5%,170.0%,0.71회,추정값,추정값,2306819188.0,14.0%
009830,한화솔루션,00162461,45,4,10,4,15,12,251,2023,2025-07-19 17:22:13,13288744762930.0,604528962904.0,102033021229.0,24492909473815.0,1497100402993.0,15482363318996.0,224001719385.0,6.8%,4.5%,0.8%,1034.2%,0.54회,추정값,추정값,3203977165.0,6991.4%
013570,디와이,00117179,45,4,4,10,15,12,148,2023,2025-07-19 17:22:28,1191171302146.0,43299144216.0,18169648697.0,930244752630.0,350590767493.0,399687967327.0,10039789480.0,5.2%,3.6%,1.5%,114.0%,1.28회,추정값,추정값,54242778082.0,18.5%
023790,동일스틸럭스,00172945,45,8,10,0,15,12,183,2023,2025-07-19 17:22:22,21471427299.0,3313257599.0,,73280949374.0,25885545022.0,55143755756.0,49885624.0,,15.4%,,213.0%,0.29회,추정값,추정값,24456027.0,204.0%
024110,기업은행,00149646,45,10,8,0,15,12,395,2023,2025-07-19 17:22:09,196338000000.0,3432281000000.0,,448427279000000.0,448427279000000.0,416610518000000.0,,,1748.1%,,92.9%,0.00회,추정값,추정값,,
025620,제이준코스메틱,00136776,45,1,15,2,15,12,200,2023,2025-07-19 17:22:19,17033838985.0,,715059.0,48355454222.0,39999671347.0,8368375227.0,,0.0%,,0.0%,20.9%,0.35회,추정값,추정값,173970910.0,
000810,삼성화재,00139214,45,18,0,0,15,12,307,2023,2025-07-19 17:22:10,16485954618894.0,42777.0,1821614343047.0,85019029989421.0,939233350327.0,68874631707984.0,,193.9%,0.0%,11.0%,7333.1%,0.19회,추정값,추정값,,
011810,STX,00138297,45,4,4,10,15,12,270,2023,2025-07-19 17:22:12,903772000000.0,15004000000.0,29338000000.0,578680000000.0,407740000000.0,430038000000.0,,7.2%,1.7%,3.2%,105.5%,1.56회,추정값,추정값,32419000000.0,
034830,한국토지신탁,00233653,45,18,0,0,15,12,206,2023,2025-07-19 17:22:18,270086082704.0,31235368989.0,7659608662.0,1886596466085.0,9680971122.0,879258531337.0,,79.1%,11.6%,2.8%,9082.3%,0.14회,추정값,추정값,,
001020,페이퍼코리아,00134723,45,3,8,7,15,12,231,2023,2025-07-19 17:22:15,362071696060.0,31156677378.0,9844251107.0,491668368146.0,286837857038.0,196513777401.0,,3.4%,8.6%,2.7%,68.5%,0.74회,추정값,추정값,1187986907.0,
037270,YG PLUS,00249247,45,3,8,7,15,12,185,2023,2025-07-19 17:22:21,223637117243.0,743294225.0,22274990552.0,225534081771.0,,58633550811.0,11580624635.0,,0.3%,10.0%,,0.99회,추정값,추정값,7315873483.0,158.3%
003200,일신방직,00146269,45,1,15,2,15,12,179,2023,2025-07-19 17:22:23,484725632296.0,9719711248.0,1879367609.0,1059230389580.0,856128682216.0,178495604004.0,275658870.0,0.2%,2.0%,0.4%,20.8%,0.46회,추정값,추정값,435720754.0,63.3%
004890,동일산업,00172936,45,1,10,7,15,12,218,2023,2025-07-19 17:22:16,441161261164.0,4238627709.0,253793084.0,476136021763.0,14534660385.0,66058894901.0,141494549957.0,1.7%,1.0%,0.1%,454.5%,0.93회,추정값,추정값,17457817660.0,810.5%
000400,롯데손해보험,00113562,45,18,0,0,15,12,413,2023,2025-07-19 17:22:09,290209361913.0,396291202576.0,394339122770.0,,,,,,136.6%,135.9%,,,추정값,추정값,,
038070,서린바이오,00373447,45,1,10,7,15,12,214,2023,2025-07-19 17:22:17,89569472309.0,,117545871.0,114099910024.0,3551728431.0,28860665933.0,41145225994.0,3.3%,,0.1%,812.6%,0.79회,추정값,추정값,830480765.0,4954.4%
010600,웰바이오텍,00141273,45,8,10,0,15,12,192,2023,2025-07-19 17:22:20,72132464149.0,,64910322287.0,,,,21493781202.0,,,90.0%,,,추정값,추정값,2451099009.0,876.9%
067010,이씨에스,00400060,45,4,4,10,15,12,108,2023,2025-07-19 17:22:32,100614785931.0,4233937407.0,4641905713.0,84595422699.0,55790862724.0,84595422699.0,471276479.0,8.3%,4.2%,4.6%,151.6%,1.19회,추정값,추정값,1462925774.0,32.2%
001520,동양,00117337,45,11,0,7,15,12,186,2023,2025-07-19 17:22:21,866327008521.0,,18192845248.0,1099649987596.0,119855249500.0,311407795194.0,415835000.0,15.2%,,2.1%,259.8%,0.79회,추정값,추정값,31285738552.0,1.3%
001880,디엘건설,00128971,45,4,4,10,15,12,142,2023,2025-07-19 17:22:29,2430033042393.0,61497524309.0,41948658176.0,1983636503357.0,715381532747.0,954908164582.0,3109457039.0,5.9%,2.5%,1.7%,133.5%,1.23회,추정값,추정값,238872115189.0,1.3%
005420,코스모화학,00160302,45,1,10,7,15,12,521,2023,2025-07-19 17:22:08,798983652893.0,3005594005.0,6871600700.0,1091033170883.0,161608620032.0,446543561144.0,11839996598.0,4.3%,0.4%,0.9%,276.3%,0.73회,추정값,추정값,137350974.0,8620.2%
037330,인지디스플레,00265421,45,4,4,10,15,12,142,2023,2025-07-19 17:22:29,687269080649.0,11277861780.0,17474534397.0,487997800064.0,199449844757.0,264523732780.0,3178870855.0,8.8%,1.6%,2.5%,132.6%,1.41회,추정값,추정값,23665993140.0,13.4%
016830,한국씨티은행,00161444,45,18,0,0,15,12,189,2023,2025-07-19 17:22:21,83000000.0,363012000000.0,277522000000.0,38380075000000.0,5904794000000.0,32475281000000.0,,4.7%,437363.9%,334363.9%,550.0%,0.00회,추정값,추정값,,
008730,율촌화학,00145260,44,13,0,4,15,12,135,2023,2025-07-19 17:22:30,414490610375.0,3767037721.0,19085174206.0,678951066652.0,466612632.0,372689000671.0,354299320.0,4090.2%,0.9%,4.6%,79871.2%,0.61회,추정값,추정값,98649857585.0,0.4%
000910,유니온,00144252,44,13,0,4,15,12,188,2023,2025-07-19 17:22:21,224649755569.0,,7301201759.0,382846276957.0,19950858704.0,206746720586.0,476836426.0,36.6%,,3.3%,1036.3%,0.59회,추정값,추정값,1189602568.0,40.1%
039020,이건홀딩스,00184889,44,13,0,4,15,12,158,2023,2025-07-19 17:22:26,458516755984.0,3234973770.0,11460038478.0,794076417995.0,38715404032.0,422775689722.0,,29.6%,0.7%,2.5%,1092.0%,0.58회,추정값,추정값,164465487599.0,
012210,삼미금속,00125664,44,3,10,4,15,12,134,2023,2025-07-19 17:22:30,76842784518.0,5964405335.0,939964950.0,152186319180.0,44724063568.0,95247237951.0,124960874120.0,2.1%,7.8%,1.2%,213.0%,0.50회,추정값,추정값,34908281205.0,358.0%
035430,드림라인,00249034,44,13,0,4,15,12,189,2023,2025-07-19 17:22:21,171140347948.0,3458955776.0,8232494205.0,306173146251.0,7410702169.0,189672929726.0,420393329.0,111.1%,2.0%,4.8%,2559.4%,0.56회,추정값,추정값,,
065530,와이어블,00250137,44,13,0,4,15,12,151,2023,2025-07-19 17:22:28,72569201277.0,2884007077.0,3304963587.0,142343841044.0,4858903792.0,67055007910.0,15212954.0,68.0%,4.0%,4.6%,1380.0%,0.51회,추정값,추정값,14429393232.0,0.1%
023410,유진기업,00184667,44,13,0,4,15,12,226,2023,2025-07-19 17:22:15,1473426055245.0,,3565960957.0,2286216042745.0,15678924633.0,1218270550111.0,,22.7%,,0.2%,7770.1%,0.64회,추정값,추정값,230973439608.0,
016450,한세예스24홀딩스,00161976,44,7,0,10,15,12,189,2023,2025-07-19 17:22:21,2780751628151.0,,55006321625.0,2152345946852.0,459480007490.0,1188689216686.0,5087032406.0,12.0%,,2.0%,258.7%,1.29회,추정값,추정값,143436400208.0,3.5%
016670,디모아,00125725,44,11,4,2,15,12,173,2023,2025-07-19 17:22:24,31352678402.0,2912404483.0,2498774824.0,80865034754.0,22814315622.0,30843294386.0,158651371.0,11.0%,9.3%,8.0%,135.2%,0.39회,추정값,추정값,2165892867.0,7.3%
011170,롯데케미칼,00165413,44,13,0,4,15,12,278,2023,2025-07-19 17:22:11,19946396629902.0,347702499473.0,452271274083.0,33476310224541.0,1942926815796.0,13243769644688.0,,23.3%,1.7%,2.3%,681.6%,0.60회,추정값,추정값,57106014075.0,
045390,대아티아이,00318316,44,15,0,2,15,12,169,2023,2025-07-19 17:22:25,112334976960.0,348954521.0,10749558974.0,251490161868.0,17562006709.0,129734770689.0,386700000.0,61.2%,0.3%,9.6%,738.7%,0.45회,추정값,추정값,44712913951.0,0.9%
007160,사조산업,00124799,44,13,0,4,15,12,236,2023,2025-07-19 17:22:14,632240275627.0,23912003470.0,19239000823.0,1169759640111.0,561393789.0,522283807245.0,675273899.0,3427.0%,3.8%,3.0%,93033.4%,0.54회,추정값,추정값,1806260605.0,37.4%
035810,이지홀딩스,00242378,44,7,0,10,15,12,192,2023,2025-07-19 17:22:20,3119160305224.0,103781080293.0,26515470165.0,2528222762362.0,236861981582.0,1499241307051.0,,11.2%,3.3%,0.9%,633.0%,1.23회,추정값,추정값,362393462580.0,
000150,두산,00117212,44,13,0,4,15,12,268,2023,2025-07-19 17:22:12,19130129881903.0,,272073643932.0,28286808651585.0,207969718905.0,17080070105878.0,116054386805.0,130.8%,,1.4%,8212.8%,0.68회,추정값,추정값,5641217944139.0,2.1%
011160,두산건설,00102760,44,7,0,10,15,12,232,2023,2025-07-19 17:22:15,1717496987675.0,60907875609.0,76079640371.0,1665509181118.0,515973054468.0,1405154441852.0,3631618230.0,14.7%,3.5%,4.4%,272.3%,1.03회,추정값,추정값,28288928317.0,12.8%
001630,종근당홀딩스,00149354,44,13,0,4,15,12,318,2023,2025-07-19 17:22:10,879780769949.0,17005266704.0,43705670208.0,1456003650511.0,126602212932.0,632518933646.0,5999757756.0,34.5%,1.9%,5.0%,499.6%,0.60회,추정값,추정값,112611284302.0,5.3%
000670,영풍,00141307,44,13,0,4,15,12,208,2023,2025-07-19 17:22:17,3761732632263.0,169812608768.0,102595956489.0,5568116970055.0,1807717500.0,1285348175271.0,,5675.4%,4.5%,2.7%,71103.4%,0.68회,추정값,추정값,597138967582.0,
043220,티에스넥스젠,00317487,44,3,12,2,15,12,155,2023,2025-07-19 17:22:27,26545557983.0,1724481556.0,39148357.0,74097478206.0,65717363634.0,25468767492.0,,0.1%,6.5%,0.1%,38.8%,0.36회,추정값,추정값,5547969616.0,
065950,웰크론,00362159,44,7,0,10,15,12,232,2023,2025-07-19 17:22:15,425883974254.0,8643580613.0,4607260386.0,281587939472.0,41554948588.0,158783985563.0,26978480.0,11.1%,2.0%,1.1%,382.1%,1.51회,추정값,추정값,35021676422.0,0.1%
049800,우진플라임,00303217,44,13,0,4,15,12,209,2023,2025-07-19 17:22:17,212126264262.0,9058740983.0,6576142920.0,318384839252.0,5563407819.0,211957808783.0,,118.2%,4.3%,3.1%,3809.9%,0.67회,추정값,추정값,48169163390.0,
000480,CR홀딩스,00148984,44,13,0,4,15,12,241,2023,2025-07-19 17:22:14,816904445534.0,39415273348.0,30979228765.0,1621801858956.0,151166746235.0,795117752139.0,154548181.0,20.5%,4.8%,3.8%,526.0%,0.50회,추정값,추정값,84697642326.0,0.2%
003010,혜인,00165343,44,15,0,2,15,12,355,2023,2025-07-19 17:22:09,105267292372.0,,10342393731.0,253960586979.0,4050696876.0,139149134648.0,1539553036.0,255.3%,,9.8%,3435.2%,0.41회,추정값,추정값,10460631255.0,14.7%
007570,일양약품,00146454,44,3,10,4,15,12,239,2023,2025-07-19 17:22:14,266669003173.0,16379100013.0,1799427582.0,392606560430.0,57956927808.0,162206815166.0,268947879519.0,3.1%,6.1%,0.7%,279.9%,0.68회,추정값,추정값,22944014998.0,1172.2%
002710,TCC스틸,00117300,44,7,0,10,15,12,228,2023,2025-07-19 17:22:15,624418627125.0,11250766391.0,7752956655.0,559737446490.0,69473251112.0,324690124283.0,,11.2%,1.8%,1.2%,467.4%,1.12회,추정값,추정값,104922045696.0,
067080,대화제약,00210740,44,13,0,4,15,12,190,2023,2025-07-19 17:22:21,141359215372.0,1963837396.0,1146801661.0,219162616754.0,4121366211.0,141809467301.0,160956416.0,27.8%,1.4%,0.8%,3440.8%,0.64회,추정값,추정값,13861753693.0,1.2%
014440,영보화학,00140779,44,3,10,4,15,12,132,2023,2025-07-19 17:22:30,90279029906.0,118014305.0,5960794948.0,179035625324.0,,15171620649.0,100046669263.0,,0.1%,6.6%,,0.50회,추정값,추정값,45054507.0,222057.0%
039980,폴라리스AI,00369213,44,13,0,4,15,12,200,2023,2025-07-19 17:22:19,59435979925.0,611301755.0,308522741.0,95541836084.0,1513403691.0,22139686817.0,232263084.0,20.4%,1.0%,0.5%,1462.9%,0.62회,추정값,추정값,3212716654.0,7.2%
038540,상상인,00306162,44,17,0,0,15,12,291,2023,2025-07-19 17:22:10,936962706826.0,64717139541.0,64260331732.0,6714393955109.0,28510207015.0,5916512387476.0,,225.4%,6.9%,6.9%,20752.3%,0.14회,추정값,추정값,23939343.0,
003480,한진중공업홀딩스,00163673,44,13,0,4,15,12,176,2023,2025-07-19 17:22:23,1242608000000.0,39375000000.0,7566000000.0,1865721000000.0,31376000000.0,1497922000000.0,467000000.0,24.1%,3.2%,0.6%,4774.1%,0.67회,추정값,추정값,872672000000.0,0.1%
005250,녹십자홀딩스,00108135,44,13,0,4,15,12,186,2023,2025-07-19 17:22:21,2057935704611.0,16437917061.0,54136304676.0,3737707402310.0,19309539824.0,1856165582345.0,3626764296.0,280.4%,0.8%,2.6%,9612.7%,0.55회,추정값,추정값,342958176675.0,1.1%
032820,우리기술,00231044,44,11,4,2,15,12,224,2023,2025-07-19 17:22:16,63166127548.0,6678853804.0,4515212531.0,190185191918.0,59125259209.0,86764913284.0,645234537.0,7.6%,10.6%,7.1%,146.7%,0.33회,추정값,추정값,45222048219.0,1.4%
048550,SM C&C,00185046,44,15,0,2,15,12,215,2023,2025-07-19 17:22:17,127310867881.0,2085732506.0,8357403935.0,319673247748.0,9840272005.0,221481951706.0,8632266596.0,84.9%,1.6%,6.6%,2250.8%,0.40회,추정값,추정값,12858511428.0,67.1%
005610,SPC삼립,00125530,44,7,0,10,15,12,214,2023,2025-07-19 17:22:17,3433322296454.0,50228465295.0,50228465295.0,1293732304548.0,396226165571.0,874719614690.0,758274998.0,12.7%,1.5%,1.5%,220.8%,2.65회,추정값,추정값,9852596279.0,7.7%
009200,무림페이퍼,00136086,44,3,10,4,15,12,182,2023,2025-07-19 17:22:22,1321885020099.0,67783686312.0,3770894362.0,2392625541633.0,414493458448.0,1711139618903.0,1476230464106.0,0.9%,5.1%,0.3%,412.8%,0.55회,추정값,추정값,712189792593.0,207.3%
045510,정원엔시스,00147772,44,7,0,10,15,12,141,2023,2025-07-19 17:22:29,179751794283.0,2845827453.0,2203168461.0,91859530664.0,17485169304.0,48833455110.0,16261300.0,12.6%,1.6%,1.2%,279.3%,1.96회,추정값,추정값,69936462.0,23.3%
001750,한양증권,00162416,44,13,0,4,15,12,142,2023,2025-07-19 17:22:29,999032003491.0,46294753862.0,35104172832.0,1747822854675.0,4536417420.0,1258029081971.0,,773.8%,4.6%,3.5%,27731.8%,0.57회,추정값,추정값,,
000800,경남기업,00101257,44,0,10,7,15,12,137,2023,2025-07-19 17:22:30,487981283496.0,,,530191141876.0,1350997328.0,346771807261.0,93192258064.0,,,,25667.8%,0.92회,추정값,추정값,471165962.0,19779.1%
002030,아세아,00138701,44,9,4,4,15,12,184,2023,2025-07-19 17:22:22,2115887323161.0,240394994935.0,93325950164.0,3272086005881.0,1250859297526.0,1291990927528.0,374953340.0,7.5%,11.4%,4.4%,103.3%,0.65회,추정값,추정값,730151668983.0,0.1%
034730,SK,00181712,44,13,0,4,15,12,225,2023,2025-07-19 17:22:16,131237878000000.0,18682.0,678185000000.0,206970264000000.0,16143000000.0,129091214000000.0,4021970000000.0,4201.1%,0.0%,0.5%,799673.0%,0.63회,추정값,추정값,8398406000000.0,47.9%
042660,한화오션,00111704,44,13,0,4,15,12,181,2023,2025-07-19 17:22:22,7408312265643.0,,159885949584.0,13944772692394.0,558952944640.0,9632615571697.0,700000000.0,28.6%,,2.2%,1723.3%,0.53회,추정값,추정값,2173171492831.0,0.0%
012600,청호ICT,00151863,44,15,0,2,15,12,159,2023,2025-07-19 17:22:26,21395923901.0,496241405.0,1168644560.0,52595492470.0,4122175557.0,10811893273.0,7509387.0,28.4%,2.3%,5.5%,262.3%,0.41회,추정값,추정값,1400883441.0,0.5%
008770,호텔신라,00165680,43,1,5,10,15,12,228,2023,2025-07-19 17:22:15,3568466181329.0,91230447816.0,107920.0,3006538770202.0,304402826078.0,2398045990017.0,1626295949494.0,0.0%,2.6%,0.0%,787.8%,1.19회,추정값,추정값,1209584090056.0,134.5%
059120,아진엑스텍,00404288,43,4,8,4,15,12,120,2023,2025-07-19 17:22:31,24884104476.0,912692556.0,305983183.0,47733264369.0,5071428500.0,4899866706.0,352899327.0,6.0%,3.7%,1.2%,96.6%,0.52회,추정값,추정값,492838612.0,71.6%
034810,해성산업,00219361,43,1,8,7,15,12,168,2023,2025-07-19 17:22:25,2308405711864.0,106286094900.0,29337470029.0,2517374926358.0,1366350426466.0,1151024499892.0,17412071496.0,2.1%,4.6%,1.3%,84.2%,0.92회,추정값,추정값,343899537470.0,5.1%
014970,삼륭물산,00125488,43,1,8,7,15,12,146,2023,2025-07-19 17:22:29,78592428760.0,2026435971.0,2035242278.0,104708757325.0,60625733303.0,44514987516.0,,3.4%,2.6%,2.6%,73.4%,0.75회,추정값,추정값,7642763367.0,
005300,롯데칠성,00120571,43,9,0,7,15,12,206,2023,2025-07-19 17:22:18,3224680481809.0,210669752581.0,627577657.0,4257669750821.0,5027097000.0,2720834172686.0,14400005670.0,12.5%,6.5%,0.0%,54123.4%,0.76회,추정값,추정값,1455914212728.0,1.0%
005490,POSCO홀딩스,00155319,43,1,8,7,15,12,237,2023,2025-07-19 17:22:14,77127197108585.0,3531422506439.0,1698092001648.0,100945394185079.0,59663897393468.0,41281496791611.0,173195028186.0,2.8%,4.6%,2.2%,69.2%,0.76회,추정값,추정값,19419978716537.0,0.9%
036800,나이스정보통신,00264945,43,4,5,7,15,12,262,2023,2025-07-19 17:22:12,891628591940.0,29750845323.0,30281144349.0,1211153716348.0,366274107236.0,844879609112.0,14435131970.0,8.3%,3.3%,3.4%,230.7%,0.74회,추정값,추정값,12805784404.0,112.7%
009810,플레이그램,00103130,43,1,8,7,15,12,184,2023,2025-07-19 17:22:21,214420293706.0,205185653.0,5635038717.0,273648831677.0,173674978838.0,99973852839.0,4223959.0,3.2%,0.1%,2.6%,57.6%,0.78회,추정값,추정값,8853705344.0,0.0%
054300,팬스타엔터프라이즈,00339072,43,1,8,7,15,12,144,2023,2025-07-19 17:22:29,69113153048.0,1627809942.0,275201691.0,95675924417.0,59634314538.0,43040623088.0,61072523927.0,0.5%,2.4%,0.4%,72.2%,0.72회,추정값,추정값,,
010820,퍼스텍,00148522,42,11,0,4,15,12,120,2023,2025-07-19 17:22:31,173103350935.0,2508074315.0,4620136432.0,265075748454.0,24385969000.0,202739371695.0,6728265793.0,18.9%,1.4%,2.7%,831.4%,0.65회,추정값,추정값,30794747182.0,21.8%
017670,SK텔레콤,00159023,42,3,8,4,15,12,249,2023,2025-07-19 17:22:13,17608511000000.0,,1093611000000.0,30119227000000.0,22799981000000.0,17890828000000.0,14001000000.0,4.8%,,6.2%,78.5%,0.58회,추정값,추정값,65315000000.0,21.4%
066980,한성크린텍,00389998,42,1,4,10,15,12,222,2023,2025-07-19 17:22:16,368427650987.0,,893431946.0,283036505209.0,133520202411.0,149516302798.0,,0.7%,,0.2%,112.0%,1.30회,추정값,추정값,13249767388.0,
011150,CJ씨푸드,00129013,42,4,4,7,15,12,114,2023,2025-07-19 17:22:32,148348807287.0,4139339998.0,4939186258.0,168208968603.0,61712537212.0,90158644701.0,109188400.0,8.0%,2.8%,3.3%,146.1%,0.88회,추정값,추정값,3983023706.0,2.7%
046120,오르비텍,00297989,42,3,8,4,15,12,172,2023,2025-07-19 17:22:24,64010931712.0,4331619364.0,2178967994.0,101046203962.0,69818686203.0,48719452718.0,,3.1%,6.8%,3.4%,69.8%,0.63회,추정값,추정값,,
008110,대동전자,00157104,42,1,14,0,15,12,202,2023,2025-07-19 17:22:19,41282867445.0,49177.0,437001831.0,251175551401.0,224992377545.0,251175551401.0,146968751015.0,0.2%,0.0%,1.1%,111.6%,0.16회,추정값,추정값,19296125126.0,761.6%
033630,에스케이브로드밴드,00243988,42,7,4,4,15,12,166,2023,2025-07-19 17:22:25,4274747059194.0,3626461522.0,202890402212.0,6473408196266.0,2010227225000.0,3360165886101.0,1352526882.0,10.1%,0.1%,4.7%,167.2%,0.66회,추정값,추정값,14763266524.0,9.2%
000070,삼양홀딩스,00126937,42,11,0,4,15,12,250,2023,2025-07-19 17:22:13,3210853491794.0,94802726814.0,54648192524.0,5136660179005.0,341515644055.0,2340123861992.0,951576749.0,16.0%,3.0%,1.7%,685.2%,0.63회,추정값,추정값,977704809092.0,0.1%
011280,태림포장,00153524,42,1,4,10,15,12,206,2023,2025-07-19 17:22:18,719597766592.0,22183903893.0,13914595313.0,715955958670.0,338955269563.0,350120774897.0,,4.1%,3.1%,1.9%,103.3%,1.01회,추정값,추정값,110052462410.0,
003920,남양유업,00107598,42,5,0,10,15,12,181,2023,2025-07-19 17:22:22,996763358982.0,72354443617.0,67099919179.0,790678468255.0,,112447509970.0,204000000.0,,7.3%,6.7%,,1.26회,추정값,추정값,11065426237.0,1.8%
000850,화천기공,00166519,42,13,0,2,15,12,129,2023,2025-07-19 17:22:31,225720429438.0,4560057509.0,10563122927.0,463885406068.0,3731859040.0,118338768262.0,,283.1%,2.0%,4.7%,3171.0%,0.49회,추정값,추정값,39137376180.0,
048830,엔피케이,00108490,42,4,4,7,15,12,122,2023,2025-07-19 17:22:31,62987939899.0,1868758249.0,1712939506.0,68113256219.0,17414962825.0,23662596664.0,,9.8%,3.0%,2.7%,135.9%,0.92회,추정값,추정값,9634025635.0,
024720,콜마홀딩스,00203290,42,13,0,2,15,12,276,2023,2025-07-19 17:22:11,637274322590.0,16871130187.0,3715523715.0,1289735866717.0,18480739500.0,473544596344.0,,20.1%,2.6%,0.6%,2562.4%,0.49회,추정값,추정값,2439665965.0,
004910,조광페인트,00148920,42,11,0,4,15,12,161,2023,2025-07-19 17:22:26,252818412762.0,3706462386.0,4760404223.0,382807997446.0,26145981959.0,207511534859.0,170074775.0,18.2%,1.5%,1.9%,793.7%,0.66회,추정값,추정값,3207742828.0,5.3%
064820,케이프,00152437,42,15,0,0,15,12,215,2023,2025-07-19 17:22:17,590659693241.0,40953906753.0,41077118286.0,2240973813100.0,253983013033.0,1986990800067.0,75729044926.0,16.2%,6.9%,7.0%,782.3%,0.26회,추정값,추정값,120559438606.0,62.8%
065060,지엔코,00258102,42,3,8,4,15,12,186,2023,2025-07-19 17:22:21,146952545704.0,7903539626.0,1454615686.0,235816067810.0,109903056397.0,104219062390.0,133260900.0,1.3%,5.4%,1.0%,94.8%,0.62회,추정값,추정값,510047549.0,26.1%
